"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa05206","Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","63/2150","99/3905",0.636363636363636,1.15581395348837,1.7379013736913,0.0501221307806122,0.431821434417582,0.403141564713156,"1387/1870/5291/387/6093/9759/5243/7430/23411/1399/5594/7078/3162/2033/6655/23405/9252/4363/7976/3551/898/4233/2146/1871/900/5159/6654/8503/5290/1026/599/1786/5894/3845/5156/324/4193/4609/5292/5962/7057/6541/5295/1956/3678/3190/1398/648/6774/5604/3667/9839/23414/5581/5728/9134/2885/8660/2475/406886/659/4893/3690",63
"hsa04213","Organismal Systems","Aging","hsa04213","Longevity regulating pathway - multiple species","22/2150","31/3905",0.709677419354839,1.28897224306077,1.78769218587816,0.0522151948377694,0.436508188177079,0.407517042847022,"5291/9474/23411/51422/6198/10000/8503/2309/5290/5562/3845/109/5295/1979/2308/115/81570/3667/5571/8660/2475/4893",22
"hsa05212","Human Diseases","Cancer: specific types","hsa05212","Pancreatic cancer","36/2150","54/3905",0.666666666666667,1.21085271317829,1.72673180482238,0.054786618560042,0.436508188177079,0.407517042847022,"1870/10928/5601/5291/998/5337/4616/5594/3551/6198/1871/10000/8503/5290/51426/1026/5894/3845/5879/1950/675/5925/4089/5899/5295/1956/673/3716/7039/7048/4088/6774/5604/598/2475/1147",36
"hsa04935","Organismal Systems","Endocrine system","hsa04935","Growth hormone synthesis, secretion and action","45/2150","69/3905",0.652173913043478,1.1845298281092,1.71154135562143,0.054928763678549,0.436508188177079,0.407517042847022,"1387/5601/5291/2773/6416/2932/4214/3710/1399/5594/2033/6655/5608/1432/6654/1386/10000/8503/1385/5290/3709/2770/468/5894/3845/109/5295/775/2776/5603/90993/6755/115/1398/6774/5604/3667/5747/2353/2885/6752/9021/8660/2475/4893",45
"hsa00270","Metabolism","Amino acid metabolism","hsa00270","Cysteine and methionine metabolism","20/2150","28/3905",0.714285714285714,1.29734219269103,1.74752432193648,0.0578088821107535,0.436508188177079,0.407517042847022,"2729/2730/27430/586/4507/191/1491/262/27232/1786/23743/3939/56267/635/23382/875/102724560/10768/4144/883",20
"hsa04720","Organismal Systems","Nervous system","hsa04720","Long-term potentiation","28/2150","41/3905",0.682926829268293,1.24038570618264,1.7124487530833,0.0585451062721609,0.436508188177079,0.407517042847022,"1387/6196/10411/3710/5594/2033/5532/5906/5533/3709/5908/468/91860/5894/3845/5502/5530/817/775/2776/673/5604/6197/5501/801/4893/5500/5534",28
"hsa04611","Organismal Systems","Immune system","hsa04611","Platelet activation","43/2150","66/3905",0.651515151515151,1.18333333333333,1.6624168054588,0.0610287483566737,0.436508188177079,0.407517042847022,"5291/4659/6916/2983/2773/387/6093/8773/3710/5594/1432/5906/10000/8503/10672/5290/3709/5908/2770/9475/7094/109/91807/23533/2212/5295/340156/3688/2977/2776/5603/2207/2909/115/5584/2982/255189/64805/5592/5501/23365/5500/3690",43
"hsa03082","Genetic Information Processing","Chromosome","hsa03082","ATP-dependent chromatin remodeling","40/2150","61/3905",0.655737704918033,1.19100266869996,1.66398051839791,0.0613871087963279,0.436508188177079,0.407517042847022,"9031/51773/57492/54556/64431/11176/10847/27443/7528/6594/54108/94239/6603/8099/1108/23506/9555/93973/54891/51377/8289/9643/8089/54617/5977/8932/26122/86/6760/57459/54107/84295/5928/55193/3015/2186/26039/196528/8969/11177",40
"hsa04012","Environmental Information Processing","Signal transduction","hsa04012","ErbB signaling pathway","37/2150","56/3905",0.660714285714286,1.2000415282392,1.66869050869469,0.0614285900637382,0.436508188177079,0.407517042847022,"5601/5291/6416/2932/1399/5594/6655/6198/867/868/6654/10000/8503/5290/1026/2069/2002/5894/3845/4609/1950/27/817/5295/1956/673/4690/7039/1398/5604/5747/2885/2066/5062/1978/2475/4893",37
"hsa00600","Metabolism","Lipid metabolism","hsa00600","Sphingolipid metabolism","23/2150","33/3905",0.696969696969697,1.26589147286822,1.69757620634204,0.0623583125967255,0.436508188177079,0.407517042847022,"2581/8611/55331/10558/64781/9517/2717/427/9331/81537/55627/29956/8560/7357/142891/9334/10825/8613/130367/166929/253782/56624/259230",23
"hsa04668","Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","44/2150","68/3905",0.647058823529412,1.17523939808482,1.6133399333877,0.0670904328597153,0.460048682466619,0.429494070723849,"8837/6401/330/355/5601/5291/23118/6416/7132/1906/83737/10059/5594/9252/331/3551/1326/6347/5608/329/1432/8809/1386/10000/8503/1385/5290/468/79651/8737/5295/6868/5603/9530/90993/257397/840/64127/197259/5604/2353/9021/4217/1147",44
"hsa05220","Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","35/2150","53/3905",0.660377358490566,1.19942957437473,1.61778175045268,0.068464047721191,0.460078400686404,0.429521815177156,"1870/5291/2122/4616/1399/5594/6655/3551/867/1871/6654/10000/8503/5290/51426/1026/5894/3845/4193/4609/5925/4089/5295/673/7048/4088/1398/5604/598/1488/2885/5781/613/4893/1147",35
"hsa04382","Organismal Systems","Development and regeneration","hsa04382","Cornified envelope formation","33/2150","50/3905",0.66,1.19874418604651,1.56531885995774,0.0763817679072382,0.471442031611539,0.440130718735083,"51099/1829/3909/5318/3918/5525/64834/5523/5527/1286/10558/3655/55012/1832/9517/5516/3875/5528/5493/1828/9071/3855/5045/6279/7357/5529/9069/7062/6280/1285/1282/6274/5520",33
"hsa03460","Genetic Information Processing","Replication and repair","hsa03460","Fanconi anemia pathway","19/2150","27/3905",0.703703703703704,1.27812230835487,1.60490518094589,0.0775048628825137,0.471442031611539,0.440130718735083,"5980/4292/29089/79728/51426/353497/51455/675/55215/2177/2176/7398/545/2072/80010/2187/2188/57697/641",19
"hsa03050","Genetic Information Processing","Folding, sorting and degradation","hsa03050","Proteasome","14/2150","19/3905",0.736842105263158,1.33831089351285,1.63597611432054,0.0779411540939765,0.471442031611539,0.440130718735083,"23198/5714/5706/5684/5687/5713/5683/5717/10213/10197/5701/5707/5708/5718",14
"hsa04392","Environmental Information Processing","Signal transduction","hsa04392","Hippo signaling pathway - multiple species","14/2150","19/3905",0.736842105263158,1.33831089351285,1.63597611432054,0.0779411540939765,0.471442031611539,0.440130718735083,"25937/8463/9770/6788/83937/23286/55233/9113/10413/8994/26524/60485/7003/7004",14
"hsa04630","Environmental Information Processing","Signal transduction","hsa04630","JAK-STAT signaling pathway","46/2150","72/3905",0.638888888888889,1.16040051679587,1.52033108703962,0.0798134568059413,0.471442031611539,0.440130718735083,"1387/53832/3459/8554/5291/2033/6655/9466/3977/5159/10254/6654/10000/8503/5290/1026/3597/5894/3572/3559/3601/5156/3586/8027/4609/5292/316/1950/3454/9180/5295/85480/1956/3570/3716/6778/6774/9306/9655/598/2885/5781/122809/9021/163702/2475",46
"hsa05017","Human Diseases","Neurodegenerative disease","hsa05017","Spinocerebellar ataxia","43/2150","67/3905",0.641791044776119,1.16567164179104,1.5138005764906,0.0814210275477155,0.471442031611539,0.440130718735083,"9821/9519/5601/5291/23369/4287/55102/5289/3710/5714/7494/5706/5684/5687/5713/5683/56652/5717/10213/10000/8503/5290/3709/8678/9698/5295/7436/2776/5701/146227/3516/3752/54205/5707/488/5708/6667/30849/5718/4217/2475/6311/342371",43
"hsa04022","Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway","60/2150","96/3905",0.625,1.13517441860465,1.48408991731449,0.0830970483795483,0.471442031611539,0.440130718735083,"477/153/4659/2983/2773/387/6093/4205/483/4775/3710/5594/5532/3827/1386/4209/10000/1385/10672/148/5533/3764/3709/2770/468/91860/5894/9475/1910/109/5530/91807/23533/481/185/340156/2768/775/2977/2776/90993/115/4880/476/2982/5604/3667/154/147/5581/488/5592/8660/5501/5138/4624/5350/801/5500/5534",60
"hsa04144","Cellular Processes","Transport and catabolism","hsa04144","Endocytosis","89/2150","146/3905",0.60958904109589,1.10718381650207,1.46084808650489,0.0838992241335625,0.471442031611539,0.440130718735083,"51534/6642/9135/9765/55040/23327/10565/387/55737/4734/998/22905/7037/5337/83737/1785/25978/10890/2060/55616/51324/51100/8766/858/857/8976/653857/8395/22841/8729/867/51699/5869/60682/8724/23527/868/8723/10096/10254/51652/829/9525/9559/11059/84612/10564/57403/10617/58513/58533/23111/3559/5156/4193/23325/51028/8027/10097/9101/9815/1213/5868/1956/29934/91782/56288/50807/137492/9372/116987/7048/5584/92421/9897/4088/5867/3800/10015/3799/147179/10193/9798/3482/830/6643/26286/29082/57132",89
