"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa04658","Organismal Systems","Immune system","hsa04658","Th1 and Th2 cell differentiation","42/1755","60/3905",0.7,1.55754985754986,3.93174548967303,6.83658177971404e-05,0.00208826497998538,0.00194302850581346,"920/864/5588/30009/4854/3717/3560/4792/5595/3718/2625/5602/7535/5335/54567/4772/6775/4794/3561/4851/3460/917/915/3592/3725/3119/3932/5600/6300/3123/3117/3127/28514/919/916/3111/3108/3122/3115/3113/3112/3109",42
"hsa05340","Human Diseases","Immune disease","hsa05340","Primary immunodeficiency","17/1755","20/3905",0.85,1.89131054131054,3.61012936004498,0.000263508118773495,0.00708052122590969,0.00658807896019793,"920/8625/7374/29760/959/3718/7535/3561/925/29851/915/6890/3575/926/4261/3932/916",17
"hsa05310","Human Diseases","Immune disease","hsa05310","Asthma","15/1755","17/3905",0.882352941176471,1.96329813976873,3.59580630114283,0.00027394873790722,0.00708052122590969,0.00658807896019793,"959/2206/3119/2205/3123/3117/3127/3111/3108/3122/3115/3113/7124/3112/3109",15
"hsa04061","Environmental Information Processing","Signaling molecules and interaction","hsa04061","Viral protein interaction with cytokine and cytokine receptor","30/1755","43/3905",0.697674418604651,1.55237527330551,3.29030803074003,0.00083062508704461,0.019778047528166,0.0184025066286507,"6376/3560/6367/6369/6387/6355/8743/7852/1236/51554/6366/4283/9547/3561/146433/8764/1234/3577/5473/1524/3627/6373/8794/3579/6357/1436/1233/2826/4049/7124",30
"hsa00190","Metabolism","Energy metabolism","hsa00190","Oxidative phosphorylation","35/1755","52/3905",0.673076923076923,1.49764409379794,3.26358746458761,0.000884851618754124,0.019778047528166,0.0184025066286507,"1355/4710/513/4713/64077/4717/4728/10312/374291/9167/525/4702/4705/84701/1327/4695/517/1329/4726/1339/1346/27089/10632/4723/10476/521/4696/155066/126328/1351/29796/56901/4722/534/267020",35
"hsa04080","Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction","67/1755","112/3905",0.598214285714286,1.33106939356939,3.21152168062294,0.000941811787055524,0.019778047528166,0.0184025066286507,"6915/11054/9170/6865/27334/6344/1136/2568/9127/706/1511/2564/3356/2906/6019/5023/1145/5443/5737/10888/4987/8698/554/2847/59340/187/5025/3357/3973/1134/3001/2846/2796/2900/150/1909/2555/2911/2890/51738/5739/79957/2905/7349/2912/4889/2151/136/8862/10316/146/10800/255061/2918/66004/53637/186/5021/2149/5179/53829/2894/256933/2563/344838/3269/116443",67
"hsa04640","Organismal Systems","Immune system","hsa04640","Hematopoietic cell lineage","37/1755","56/3905",0.660714285714286,1.47013634513635,3.20123915109978,0.00108251174530538,0.0213955262601534,0.0199074915390525,"920/933/2323/951/2208/921/914/1441/3590/925/931/3815/912/911/913/917/915/3575/926/924/947/3119/1436/2811/3123/4311/3117/3127/916/3111/3108/3122/3115/3113/7124/3112/3109",37
"hsa05321","Human Diseases","Immune disease","hsa05321","Inflammatory bowel disease","25/1755","36/3905",0.694444444444444,1.54518835074391,2.96874358128392,0.00250253208449528,0.0467139322439119,0.0434650309412338,"30009/7042/50615/7040/2625/51561/7043/4772/6775/3561/3460/3592/3725/3119/3123/3117/3127/3111/3108/3122/3115/3113/7124/3112/3109",25
"hsa00410","Metabolism","Metabolism of other amino acids","hsa00410","beta-Alanine metabolism","13/1755","16/3905",0.8125,1.80787037037037,2.92520922826379,0.00335276149167805,0.0577940456360443,0.0537745349433119,"224/54498/51733/35/1892/2571/8639/219/51380/223/339896/501/57571",13
"hsa04020","Environmental Information Processing","Signal transduction","hsa04020","Calcium signaling pathway","71/1755","124/3905",0.57258064516129,1.2740327175811,2.80145826215542,0.00344012176405026,0.0577940456360443,0.0537745349433119,"292/8913/6915/4843/2324/816/493/2261/815/489/6865/2260/7419/2778/9127/7125/3356/2906/10105/5023/7942/2246/7134/5136/84812/6543/7852/5737/5335/4772/5025/3357/5330/3973/51196/89869/2774/56034/4915/7424/1909/814/2911/255231/5137/9630/8817/8822/808/2905/4486/5979/2668/163688/6588/136/146/10800/7423/4485/5021/2149/53373/5333/6261/3269/5154/5336/4914/116443/6263",71
"hsa05415","Human Diseases","Cardiovascular disease","hsa05415","Diabetic cardiomyopathy","58/1755","100/3905",0.58,1.29054131054131,2.65891709075312,0.0053764080030087,0.0860225280481392,0.0800397582402799,"292/1535/816/51660/4710/5165/815/489/7419/4313/1215/7042/513/4713/4318/2997/208/7040/10105/1277/5602/4717/4728/374291/9167/1509/5524/4702/7043/5880/7137/4705/84701/1327/4695/517/1329/5330/4726/1339/653361/1636/1346/27089/1278/4723/10476/1281/4696/5293/126328/1351/29796/5600/56901/6300/177/4722",58
"hsa05323","Human Diseases","Immune disease","hsa05323","Rheumatoid arthritis","29/1755","45/3905",0.644444444444444,1.43393478949035,2.64491250140733,0.00634728891154786,0.0969404124672764,0.0901983161114696,"3683/7042/10673/54/7040/6387/10312/51561/525/7043/1513/1493/155066/3725/940/3119/3123/3117/3127/3111/3108/3122/534/3115/4050/3113/7124/3112/3109",29
"hsa05416","Human Diseases","Cardiovascular disease","hsa05416","Viral myocarditis","31/1755","49/3905",0.63265306122449,1.40769812198384,2.59443308088481,0.00720564779931611,0.0983199593856432,0.0914819170975439,"3683/2534/4625/959/6445/6442/595/8910/5880/842/5881/6641/940/3119/5551/3123/3117/3127/3111/3108/3122/3107/3133/3135/3134/3105/3115/3113/3106/3112/3109",31
"hsa04659","Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","42/1755","70/3905",0.6,1.33504273504273,2.55529341675251,0.00757513797007505,0.0983199593856432,0.0914819170975439,"920/5588/30009/3326/3717/3560/4792/5595/50615/7040/3718/2625/5602/51561/7535/5335/4772/5914/6258/4794/3561/3460/917/915/3725/3119/3932/5600/6300/3123/3117/3127/919/916/6257/3111/3108/3122/3115/3113/3112/3109",42
"hsa04820","Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","76/1755","137/3905",0.554744525547445,1.23434608106141,2.52253247899658,0.00757521532178007,0.0983199593856432,0.0914819170975439,"7431/9172/1462/1298/88/2192/57644/4625/1299/10398/7125/23439/2010/6445/7138/1311/9124/1277/6442/4633/2026/1297/7060/7134/6382/64236/8910/8048/482/7137/7140/7136/1289/480/4628/4629/57159/84665/3695/1291/1292/58/22989/27063/84033/27295/7135/1465/57731/91010/9672/200539/2199/91977/1278/4632/1281/7059/6383/442721/255631/6641/6712/118461/58529/633/752/7058/1287/375790/9260/6709/64423/1302/131873/4636",76
"hsa04974","Organismal Systems","Digestive system","hsa04974","Protein digestion and absorption","32/1755","51/3905",0.627450980392157,1.39612312161332,2.57237133041671,0.00760809209531763,0.0983199593856432,0.0914819170975439,"1298/1307/1299/23439/1277/1303/1297/1294/6543/1300/81578/482/1289/480/5547/486/1291/1292/1295/1359/1278/1281/169044/255631/1296/80781/7373/1287/4311/1302/1306/131873",32
"hsa04814","Cellular Processes","Cell motility","hsa04814","Motor proteins","55/1755","96/3905",0.572916666666667,1.27478038936372,2.46257859218905,0.00931763099761858,0.115952741303698,0.107888358919794,"27175/26153/57644/3835/3797/64147/8655/51168/4625/10126/10398/7125/10627/7138/4633/7134/10120/1768/23046/57576/1769/3834/3831/7137/547/7140/7136/4628/4629/92558/64005/11258/89953/63971/51626/3801/4542/58/22989/4651/6993/7135/7802/221458/374654/7846/4632/201625/4642/51807/124602/140465/4636/140735/80022",55
"hsa00330","Metabolism","Amino acid metabolism","hsa00330","Arginine and proline metabolism","18/1755","26/3905",0.692307692307692,1.54043392504931,2.49771925941148,0.010630296131436,0.127563553577232,0.118691652294605,"4843/5832/224/54498/6611/65263/4953/2806/2593/219/113451/223/29920/283208/8659/501/2628/57571",18
"hsa05171","Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","55/1755","98/3905",0.561224489795918,1.24876446305018,2.25311922995726,0.015977638211395,0.185120222035473,0.172245319375112,"51121/6141/4938/4792/5595/6223/23586/6158/5602/4940/4939/1839/64135/6209/6146/5335/3661/5648/6192/25873/7187/11224/834/6176/6123/6205/2197/4599/1636/6132/114548/140801/6137/3592/3627/6203/5293/6403/733/6181/3725/6232/6165/4600/340061/5600/9636/6300/51284/6231/5336/6191/6235/7124/6234",55
"hsa04723","Organismal Systems","Nervous system","hsa04723","Retrograde endocannabinoid signaling","37/1755","63/3905",0.587301587301587,1.30678786234342,2.21770615969166,0.0185205466151929,0.207430122090161,0.193003591042537,"4710/11343/2568/4713/2564/5595/57030/5602/4717/4728/2784/2771/374291/4702/2791/4705/4695/5330/4726/2555/2911/2890/2785/94235/4723/2786/4696/2783/2787/126328/2788/5600/56901/54331/2563/6300/4722",37
"hsa05169","Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","65/1755","119/3905",0.546218487394958,1.21537503890445,2.15552358803179,0.0198414369064157,0.215055574211474,0.200098701568946,"3683/5704/864/7431/4791/7188/4938/29760/10454/4792/1869/5971/2208/208/3718/23586/5602/595/4940/4939/1647/894/3661/7186/10912/7187/842/8900/1019/953/55080/4794/917/915/956/6890/3627/5293/3725/3119/5600/3665/9636/6300/3123/3117/5336/3127/919/916/3111/3108/3122/3107/3133/3135/3134/3105/3115/3113/6892/7124/3106/3112/3109",65
"hsa05144","Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","20/1755","31/3905",0.645161290322581,1.4355298226266,2.19934404695654,0.021888384835837,0.229828040776288,0.213843759744854,"3683/7042/959/7040/1311/975/3820/7060/6382/7043/2995/3592/7059/6383/6403/7058/3040/3039/7124/3043",20
"hsa05030","Human Diseases","Substance dependence","hsa05030","Cocaine addiction","15/1755","22/3905",0.681818181818182,1.51709401709402,2.19720911998455,0.0236725502856677,0.241029602908616,0.22426626586422,"2778/2906/8787/2771/1742/148327/9586/2905/2912/1020/6571/627/3725/116443/1388",15
"hsa05217","Human Diseases","Cancer: specific types","hsa05217","Basal cell carcinoma","22/1755","35/3905",0.628571428571429,1.3986161986162,2.13997016133565,0.024620277492561,0.243306271691191,0.226384594900638,"1856/2736/6932/7481/8312/2737/2735/10297/1647/8643/652/6608/10912/51176/7483/83439/8324/8321/64399/374654/7480/2535",22
"hsa00980","Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450","12/1755","17/3905",0.705882352941177,1.57063851181498,2.13008358653294,0.0294923256135509,0.283126325890089,0.263435209239838,"8574/119391/4258/1565/2949/4259/874/22977/27306/374875/2941/2946",12
"hsa05140","Human Diseases","Infectious disease: parasitic","hsa05140","Leishmaniasis","31/1755","53/3905",0.584905660377358,1.30145675428694,1.99615402784128,0.0319280733421764,0.297307442316236,0.276630045012287,"4843/1535/7042/3717/10454/4792/1917/5595/7040/7043/1915/653361/3460/2215/124905743/3592/3725/3119/5600/6300/3123/3117/3127/3111/3108/3122/3115/3113/7124/3112/3109",31
"hsa04064","Environmental Information Processing","Signal transduction","hsa04064","NF-kappa B signaling pathway","33/1755","57/3905",0.578947368421053,1.28819913030439,1.98009851016623,0.0327392123979189,0.297307442316236,0.276630045012287,"7185/5588/4791/7188/29760/29775/10454/4792/959/10673/7329/5971/51588/23586/6387/7535/1647/5328/5335/7186/10912/60401/7187/6366/597/79092/6357/3932/5336/84433/4049/4050/7124",33
"hsa05033","Human Diseases","Substance dependence","hsa05033","Nicotine addiction","9/1755","12/3905",0.75,1.66880341880342,2.09614412677044,0.0350416262689414,0.309841748062219,0.288292603930072,"2568/2564/57030/2906/2555/2890/2905/2563/116443",9
"hsa04340","Environmental Information Processing","Signal transduction","hsa04340","Hedgehog signaling pathway","19/1755","31/3905",0.612903225806452,1.36375333149527,1.83688620760793,0.0491714984719441,0.423631371450595,0.394168287345949,"57467/55733/2121/2736/1954/23288/2737/595/2735/8643/894/6608/408/50846/91653/64399/374654/57758/1454",19
"hsa00240","Metabolism","Nucleotide metabolism","hsa00240","Pyrimidine metabolism","21/1755","35/3905",0.6,1.33504273504273,1.79867616582755,0.0520663320800433,0.429791815832556,0.399900279769014,"1890/51733/1723/4832/4833/84618/30833/1854/1635/4907/953/7371/5169/318/7084/956/1841/7378/5167/54963/56953",21
"hsa04721","Organismal Systems","Nervous system","hsa04721","Synaptic vesicle cycle","22/1755","37/3905",0.594594594594595,1.32301532301532,1.7834255692594,0.0532119658270153,0.429791815832556,0.399900279769014,"6540/112755/57030/8775/5864/6804/1759/6532/10312/6539/525/23025/6616/6529/6512/6571/10815/155066/6536/26052/534/6844",22
"hsa05164","Human Diseases","Infectious disease: viral","hsa05164","Influenza A","47/1755","87/3905",0.540229885057471,1.20204997216491,1.72176824664599,0.0537239769790695,0.429791815832556,0.399900279769014,"292/4938/3717/8106/4792/5595/208/23586/4940/4939/64135/8743/3661/5605/7187/3337/842/91543/1019/834/5371/4599/3460/79671/114548/3592/3627/5293/7177/3119/4261/4600/9230/3665/3123/51284/3117/64499/3127/3111/3108/3122/3115/3113/7124/3112/3109",47
"hsa05322","Human Diseases","Immune disease","hsa05322","Systemic lupus erythematosus","26/1755","45/3905",0.577777777777778,1.28559670781893,1.74076455994288,0.0562478644262256,0.439518196446786,0.408950201581126,"55506/6634/1511/959/81/6737/2215/124905743/733/940/3119/8334/440093/3014/3123/3117/3127/3111/3108/3122/3115/3113/7124/8341/3112/3109",26
"hsa00760","Metabolism","Metabolism of cofactors and vitamins","hsa00760","Nicotinate and nicotinamide metabolism","14/1755","22/3905",0.636363636363636,1.41595441595442,1.76745196428509,0.0604905959628952,0.461928187353018,0.429801602894255,"23098/51548/23475/683/84618/23408/30833/4907/93100/5169/23057/349565/5167/56953",14
"hsa05034","Human Diseases","Substance dependence","hsa05034","Alcoholism","39/1755","72/3905",0.541666666666667,1.20524691358025,1.58798980033719,0.071317461098028,0.521834579548044,0.485541573075717,"84254/51564/2778/55506/83933/5595/2906/10645/2784/2771/2791/25759/148327/9586/4915/814/808/2905/2785/79885/6571/94235/2786/163688/136/8841/2783/2787/3265/2788/627/8334/54331/440093/3014/55315/116443/1388/8341",39
"hsa04650","Organismal Systems","Immune system","hsa04650","Natural killer cell mediated cytotoxicity","37/1755","68/3905",0.544117647058823,1.21070051952405,1.58342828356884,0.0724060338483664,0.521834579548044,0.485541573075717,"3683/2534/7305/3002/5595/7535/962/8743/51744/5335/10870/5605/5880/25759/4772/3824/3821/5058/3460/2215/124905743/5881/5293/3265/5551/3932/4068/5336/117157/919/353091/3107/3133/3135/3105/7124/3106",37
"hsa04260","Organismal Systems","Circulatory system","hsa04260","Cardiac muscle contraction","23/1755","40/3905",0.575,1.27941595441595,1.60465133517498,0.0745726952218204,0.521834579548044,0.485541573075717,"9254/489/6548/4625/23439/4633/7134/9167/6543/482/7137/84701/1327/480/1329/486/59283/1339/1346/27089/1351/785/29796",23
"hsa04724","Organismal Systems","Nervous system","hsa04724","Glutamatergic synapse","31/1755","56/3905",0.553571428571429,1.23173585673586,1.57792926450162,0.0748896217927003,0.521834579548044,0.485541573075717,"23154/9454/2778/5595/57030/2906/8605/2784/2771/2791/1742/5330/2900/2911/2890/2905/50944/22941/2785/6512/2912/94235/2786/9229/2783/2787/2788/2918/54331/10991/116443",31
"hsa04062","Organismal Systems","Immune system","hsa04062","Chemokine signaling pathway","52/1755","99/3905",0.525252525252525,1.16872427983539,1.53615494556793,0.0761008761840897,0.521834579548044,0.485541573075717,"572/6376/9564/3717/4792/5595/6367/208/3718/6369/6387/6355/2784/3702/2771/7852/5335/1236/2791/5880/25759/6366/408/5330/4283/9547/5058/7074/653361/1234/58191/2785/3577/5473/94235/2786/1524/3627/6373/5881/5293/10663/2783/2787/3265/2788/3579/6357/1233/2826/54331/5336",52
"hsa04714","Organismal Systems","Environmental adaptation","hsa04714","Thermogenesis","54/1755","104/3905",0.519230769230769,1.15532544378698,1.45038925241299,0.088683179568303,0.595950966698996,0.554503249090232,"1355/4710/11343/51548/2260/2778/513/4713/9658/7249/4717/4728/374291/53632/9167/656/4702/4879/4705/84701/1327/4695/517/1329/57521/55811/148327/4726/9586/1339/1346/27089/10632/4723/10476/64223/521/126129/4881/4696/3265/126328/4878/1351/57104/25915/28958/29796/5600/56901/6300/4722/284184/267020",54
"hsa05168","Human Diseases","Infectious disease: viral","hsa05168","Herpes simplex virus 1 infection","50/1755","96/3905",0.520833333333333,1.15889126305793,1.42398161600391,0.0936437671551542,0.616947171845722,0.574039191848933,"572/972/5452/7188/29992/4938/3717/10454/4792/7249/208/23586/4940/4939/64135/3661/7186/684/7187/842/55080/5371/8764/3460/6890/3592/5293/3119/10189/340061/3665/3123/3117/3127/3111/3108/3122/3107/3133/3135/3134/3105/3115/4049/3113/6892/7124/3106/3112/3109",50
"hsa00983","Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","17/1755","29/3905",0.586206896551724,1.30435209745555,1.48613290021904,0.0972876375629375,0.628627811945135,0.584907456603086,"4353/1890/119391/4258/51733/4832/4833/1854/2949/7371/4259/7084/2990/2941/7378/54963/2946",17
"hsa04622","Organismal Systems","Immune system","hsa04622","RIG-I-like receptor signaling pathway","21/1755","37/3905",0.567567567567568,1.26287826287826,1.45139806756892,0.0996060214535028,0.628682991598695,0.584958798573973,"55593/4792/23586/79132/5602/64135/3661/7186/5300/7187/26007/79671/3592/3627/340061/5600/3665/9636/6300/9755/7124",21
"hsa00531","Metabolism","Glycan biosynthesis and metabolism","hsa00531","Glycosaminoglycan degradation","7/1755","10/3905",0.7,1.55754985754986,1.59479260478812,0.101038337935505,0.628682991598695,0.584958798573973,"3074/23553/3425/2990/6448/8372/3073",7
"hsa05145","Human Diseases","Infectious disease: parasitic","hsa05145","Toxoplasmosis","41/1755","78/3905",0.525641025641026,1.16958872087077,1.36675058887674,0.105541146793502,0.644760460411213,0.599918097563065,"572/4843/22798/7042/3717/10454/4792/79444/959/5595/208/7040/10105/5602/3910/2771/7043/842/3460/1234/3592/3913/3119/4261/8651/5600/6300/3123/3117/3127/3111/3108/3122/3304/3303/3305/3115/3113/7124/3112/3109",41
"hsa05012","Human Diseases","Neurodegenerative disease","hsa05012","Parkinson disease","61/1755","120/3905",0.508333333333333,1.13107787274454,1.31753239009959,0.110581341242982,0.651995739836996,0.606650171464874,"292/5704/816/9627/4710/815/7419/2778/513/4713/25828/10105/5602/4717/4728/2771/374291/27429/9167/4702/5335/3831/10131/4705/7317/84701/1327/4695/842/517/1329/89953/2774/6647/6622/4726/7345/9246/1339/5692/808/1346/27089/6571/91252/7846/4723/10476/163688/7314/4696/126328/1649/1351/7318/51807/29796/5413/56901/6263/4722",61
"hsa00604","Metabolism","Glycan biosynthesis and metabolism","hsa00604","Glycosphingolipid biosynthesis - ganglio series","8/1755","12/3905",0.666666666666667,1.48338081671415,1.51499802701619,0.110606420150919,0.651995739836996,0.606650171464874,"3074/29906/6489/81849/2583/27090/3073/8705",8
"hsa00601","Metabolism","Glycan biosynthesis and metabolism","hsa00601","Glycosphingolipid biosynthesis - lacto and neolacto series","9/1755","14/3905",0.642857142857143,1.43040293040293,1.45741373112811,0.117565293773899,0.675136644206205,0.628181652033969,"10402/6489/8704/6487/53947/2523/2529/10317/2526",9
"hsa00770","Metabolism","Metabolism of cofactors and vitamins","hsa00770","Pantothenate and CoA biosynthesis","10/1755","16/3905",0.625,1.39066951566952,1.41457109253047,0.12265571636466,0.675136644206205,0.628181652033969,"224/51733/587/79717/219/60490/51380/339896/5169/5167",10
"hsa05204","Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts","10/1755","16/3905",0.625,1.39066951566952,1.41457109253047,0.12265571636466,0.675136644206205,0.628181652033969,"119391/4258/2949/4259/27306/374875/2941/6817/6799/2946",10
"hsa00051","Metabolism","Carbohydrate metabolism","hsa00051","Fructose and mannose metabolism","11/1755","18/3905",0.611111111111111,1.35976574865464,1.3820476961619,0.126368638019265,0.675136644206205,0.628181652033969,"5214/51171/5372/7264/2762/5210/3795/5211/26007/226/4351",11
"hsa04517","Environmental Information Processing","Signaling molecules and interaction","hsa04517","IgSF CAM signaling","78/1755","157/3905",0.496815286624204,1.10544939844303,1.21833964538595,0.127968748468428,0.675136644206205,0.628181652033969,"3683/2534/57823/9564/5588/5063/2260/2036/8655/10398/10627/5595/1445/208/219699/5602/56253/1796/914/962/8828/51744/4063/5335/5605/81/10298/94030/4628/4629/91768/7225/3687/8497/9353/5375/5058/84623/3742/10225/64221/58494/4359/57731/120425/114836/23114/83700/7846/3635/6091/5293/78999/6712/26047/8541/84552/940/139065/201633/8633/3739/3932/51807/4068/6586/84189/6092/5600/6300/54413/140465/6709/5336/4155/117157/10552/140735",78
"hsa03250","Genetic Information Processing","Information processing in viruses","hsa03250","Viral life cycle - HIV-1","24/1755","44/3905",0.545454545454545,1.21367521367521,1.2876707164324,0.12827155011931,0.675136644206205,0.628181652033969,"920/164668/51497/2648/7852/5300/200315/100913187/200316/684/55201/9638/4599/1234/4300/79643/4600/7469/9146/25920/7936/60489/140564/27350",24
"hsa00260","Metabolism","Amino acid metabolism","hsa00260","Glycine, serine and threonine metabolism","13/1755","22/3905",0.590909090909091,1.31481481481481,1.33769480858564,0.130914090909234,0.675136644206205,0.628181652033969,"26227/1757/2593/8639/9380/113675/275/5723/5224/501/63826/2628/441531",13
"hsa00514","Metabolism","Glycan biosynthesis and metabolism","hsa00514","Other types of O-glycan biosynthesis","14/1755","24/3905",0.583333333333333,1.29795821462488,1.32270622584093,0.132160410329422,0.675136644206205,0.628181652033969,"3955/374378/8704/79695/6487/10585/11227/84620/114805/5986/152002/63917/23275/23127",14
"hsa00561","Metabolism","Lipid metabolism","hsa00561","Glycerolipid metabolism","19/1755","34/3905",0.558823529411765,1.24342215518686,1.28784089249349,0.132616126540505,0.675136644206205,0.628181652033969,"56895/224/11343/1607/219/84803/8612/223/1609/84513/8525/26007/8526/9162/501/3990/10555/57104/10554",19
"hsa05020","Human Diseases","Neurodegenerative disease","hsa05020","Prion disease","63/1755","126/3905",0.5,1.11253561253561,1.16000815051291,0.142574072226308,0.714998332358797,0.665271004732339,"572/292/2534/5704/1535/4710/7419/513/4713/5595/2906/10105/5602/4717/4728/374291/9167/4702/1958/3831/5880/4705/84701/1327/4695/842/517/1329/89953/6647/148327/4726/9586/4851/1339/653361/5692/1346/2905/27089/7846/4723/10476/4696/5293/126328/1649/1351/733/51807/29796/5600/56901/6300/6261/116443/6263/3304/3303/3305/4722/1388/7124",63
