"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030217","GO:0030217","T cell differentiation","119/4500","330/18860",0.360606060606061,1.51134006734007,5.24586912796599,3.57455527504364e-07,0.000205634416186147,0.00018296934130343,"56603/26022/920/972/864/29781/639/6605/30009/2736/6595/6932/5788/3595/6604/3902/3717/3594/3956/23598/3574/5971/259307/7040/3955/2737/6461/2625/2648/56253/4192/55626/10312/969/51561/9308/3702/27086/7535/84695/6146/3953/914/6794/4297/4602/1958/23240/4063/10385/6659/860/652/3553/1236/64919/80758/5914/4221/91543/3821/9840/3142/3662/6775/51176/939/8477/79798/7157/11221/285282/3561/1029/6935/101/814/3140/925/8324/3815/861/5316/23308/917/114548/114836/8320/1493/29851/7248/29117/915/84807/7001/399/3575/3592/3965/7480/5293/10125/387357/10524/6599/9092/8325/940/1960/161882/3932/3123/64218/6693/84433/916/150771/3111/3122",119
"GO:0050867","GO:0050867","positive regulation of cell activation","139/4500","401/18860",0.346633416458853,1.4527791632031,5.13030164664846,5.47952598974991e-07,0.000288953670526146,0.000257105127361161,"920/2534/7305/923/3479/972/864/26228/5588/6929/6605/30009/2736/6595/4208/5788/6604/2323/30835/4345/825/4436/1725/3717/3594/84861/3956/4773/959/10673/3574/259307/64926/7040/7297/2737/6461/2625/59/1949/7468/683/921/4192/55626/975/51561/9308/7535/6869/3485/914/4602/10385/6659/3553/1236/6665/23149/3727/5914/2048/84787/55122/9840/3142/90865/6366/51176/939/8477/207/23521/11221/84630/3561/6188/10666/101/7070/8764/861/23308/115352/7412/114548/29851/79987/29117/3481/84807/399/3575/3592/3635/3965/7480/5293/3603/10125/10524/6599/6403/9092/940/3119/1960/3932/2621/56941/2811/7293/388552/3123/3117/961/2316/6693/63925/140885/84433/3127/916/3111/3108/3122/177/3133/403313/3105/118460/3115/3113/3120/7124/3118/4282/3112/3109",139
"GO:0007411","GO:0007411","axon guidance","92/4500","243/18860",0.378600823045267,1.58675811614083,5.15342262924738,6.69919144699866e-07,0.000323311677180027,0.000287676186245919,"2115/1951/2534/3730/7869/2042/5588/4756/2736/4854/59277/54437/57556/7042/8829/10857/1954/2737/2625/6387/219699/9211/1949/5754/9037/6152/8828/1959/4693/64919/6608/1123/55558/4147/4628/2048/4853/2045/10505/84665/494470/56956/10500/151449/152330/91653/9353/2676/4781/256158/4851/9638/85449/1909/223117/64221/55740/8997/374946/4009/23114/1020/123016/5979/55701/2668/54910/6091/2596/3913/682/627/8851/57453/220202/8633/2131/1436/2049/9241/6586/1946/4753/6092/23768/5649/25894/64218/51466/4914/91584/115557",92
"GO:0030098","GO:0030098","lymphocyte differentiation","150/4500","441/18860",0.340136054421769,1.42554799697657,5.0620122131019,7.1529132119475e-07,0.000323311677180027,0.000287676186245919,"56603/292/26022/920/972/864/29781/9734/639/6929/2213/6605/30009/2736/1015/6595/6932/5788/3595/6604/3902/2323/4436/29760/3717/3594/3956/23598/959/10673/6422/3574/5971/4066/259307/7040/3955/2737/6461/2625/2648/10014/56253/4192/55626/10312/969/51561/55846/9308/3702/27086/7535/3676/84695/6146/3953/914/6794/4297/4602/1958/23240/4063/3624/3623/10385/6659/860/652/3553/1236/64919/80758/5914/4221/4853/91543/3821/9840/55619/3142/3662/6775/51176/939/8477/79798/7157/11221/285282/3561/1029/6935/101/814/3140/925/8324/931/3815/861/5316/23308/917/115352/7412/114548/114836/8320/1493/29851/7248/29117/915/84807/7001/359948/399/3575/3592/3635/3965/7480/5293/10125/387357/10524/6599/9092/8325/940/1960/161882/3932/2621/10320/3123/64218/6693/5336/84433/4914/28514/916/150771/3111/3122/150372/629",150
"GO:0007224","GO:0007224","smoothened signaling pathway","65/4500","157/18860",0.414012738853503,1.73517338995046,5.17812268065728,8.12750047122042e-07,0.000326709749080378,0.000290699721842928,"80199/54903/57545/55733/2263/57560/5566/2121/2736/7289/51668/11020/51098/23059/23322/64927/6422/1954/23770/2737/27077/90410/83871/2735/5396/8643/56912/26123/4693/860/84662/6608/79363/22873/5270/80210/2622/3339/5567/23432/51057/221322/2719/26091/199221/755/27152/64399/374654/7846/4735/79867/7480/132884/139065/2131/84439/9241/283643/9742/5167/916/79583/221914/147040",65
"GO:0097485","GO:0097485","neuron projection guidance","92/4500","244/18860",0.377049180327869,1.58025500910747,5.10691928006324,8.26067633578706e-07,0.000326709749080378,0.000290699721842928,"2115/1951/2534/3730/7869/2042/5588/4756/2736/4854/59277/54437/57556/7042/8829/10857/1954/2737/2625/6387/219699/9211/1949/5754/9037/6152/8828/1959/4693/64919/6608/1123/55558/4147/4628/2048/4853/2045/10505/84665/494470/56956/10500/151449/152330/91653/9353/2676/4781/256158/4851/9638/85449/1909/223117/64221/55740/8997/374946/4009/23114/1020/123016/5979/55701/2668/54910/6091/2596/3913/682/627/8851/57453/220202/8633/2131/1436/2049/9241/6586/1946/4753/6092/23768/5649/25894/64218/51466/4914/91584/115557",92
"GO:0050870","GO:0050870","positive regulation of T cell activation","98/4500","267/18860",0.367041198501873,1.53831044527674,4.95909091282273,1.51998492480211e-06,0.000555553073186265,0.000494319879644909,"920/2534/923/3479/972/864/5588/6605/2736/6595/5788/6604/30835/1725/3717/3594/84861/3956/959/10673/3574/259307/64926/7040/7297/2737/6461/2625/1949/921/4192/55626/975/51561/9308/7535/3485/10385/6659/3553/1236/23149/5914/9840/3142/6366/51176/939/8477/207/11221/3561/6188/101/7070/8764/861/23308/7412/114548/29851/29117/3481/84807/399/3575/3592/3965/7480/5293/10125/10524/6599/9092/940/3119/1960/3932/3123/3117/961/6693/140885/84433/3127/916/3111/3108/3122/177/3133/3105/3115/3113/3120/3118/3112/3109",98
"GO:0007018","GO:0007018","microtubule-based movement","164/4500","496/18860",0.330645161290323,1.385770609319,4.8738785207877,1.60092389433642e-06,0.000555553073186265,0.000494319879644909,"51364/80199/10233/440193/8100/79645/5874/8481/23247/4134/84217/57560/10947/29105/54820/6865/7419/3835/11158/11159/51668/3797/51314/64147/8655/26074/9727/114327/10126/25809/11020/51098/23059/25999/93233/79036/79846/3315/320/9148/90410/22858/8382/27031/25981/6869/1768/6421/23046/57821/6794/56912/84071/89891/80127/112752/159686/1769/583/3834/64518/83658/3831/64792/547/55201/164395/7014/480/22873/92558/57639/26206/89953/63971/84709/64776/51626/55329/85478/10300/3801/89941/2622/90506/55036/22994/5195/79932/55811/23557/51057/79582/66000/83853/6993/84131/54970/9638/636/79925/26256/7345/118491/54768/150082/144406/158787/26958/56683/220004/200373/80128/7802/150159/27152/54919/84688/11092/118426/25911/117155/374654/7846/352909/55130/7314/285335/220136/10125/339778/201625/255061/375189/83983/22820/22906/100128569/126075/89876/146754/3916/55330/642987/64800/9742/63915/144535/199953/388552/54785/150737/1778/92104/80217/23303/115948/83538/255758/26140/441531/729991/161582/2342",164
"GO:0001578","GO:0001578","microtubule bundle formation","58/4500","138/18860",0.420289855072464,1.76148148148148,5.02586867187479,1.74571733033963e-06,0.000555553073186265,0.000494319879644909,"51364/57787/10233/440193/79645/8481/57545/84217/23332/827/8086/25809/23059/93233/79846/26261/9148/25981/84071/80127/159686/1769/583/65999/55201/79363/84722/89796/57639/4926/55329/85478/2622/90506/55036/22994/79582/54970/79925/54768/51673/80128/54919/11092/57701/352909/23255/55130/201625/344148/89876/146754/80217/115948/83538/26140/116143/161582",58
"GO:0051251","GO:0051251","positive regulation of lymphocyte activation","121/4500","346/18860",0.34971098265896,1.46567758509955,4.89397358591091,1.7558567420552e-06,0.000555553073186265,0.000494319879644909,"920/2534/7305/923/3479/972/864/5588/6929/6605/30009/2736/6595/4208/5788/6604/2323/30835/4436/1725/3717/3594/84861/3956/4773/959/10673/3574/259307/64926/7040/7297/2737/6461/2625/1949/7468/683/921/4192/55626/975/51561/9308/7535/6869/3485/10385/6659/3553/1236/23149/5914/2048/84787/55122/9840/3142/6366/51176/939/8477/207/23521/11221/3561/6188/101/7070/8764/861/23308/115352/7412/114548/29851/29117/3481/84807/399/3575/3592/3635/3965/7480/5293/10125/10524/6599/9092/940/3119/1960/3932/2621/56941/7293/388552/3123/3117/961/6693/63925/140885/84433/3127/916/3111/3108/3122/177/3133/3105/118460/3115/3113/3120/3118/4282/3112/3109",121
"GO:0002696","GO:0002696","positive regulation of leukocyte activation","131/4500","381/18860",0.343832020997375,1.44103820355789,4.86841770098066,1.8710636783184e-06,0.000560076676129294,0.000498344889981967,"920/2534/7305/923/3479/972/864/26228/5588/6929/6605/30009/2736/6595/4208/5788/6604/2323/30835/4345/4436/1725/3717/3594/84861/3956/4773/959/10673/3574/259307/64926/7040/7297/2737/6461/2625/1949/7468/683/921/4192/55626/975/51561/9308/7535/6869/3485/914/10385/6659/3553/1236/23149/3727/5914/2048/84787/55122/9840/3142/90865/6366/51176/939/8477/207/23521/11221/84630/3561/6188/10666/101/7070/8764/861/23308/115352/7412/114548/29851/29117/3481/84807/399/3575/3592/3635/3965/7480/5293/3603/10125/10524/6599/9092/940/3119/1960/3932/2621/56941/7293/388552/3123/3117/961/6693/63925/140885/84433/3127/916/3111/3108/3122/177/3133/403313/3105/118460/3115/3113/3120/7124/3118/4282/3112/3109",131
"GO:1903039","GO:1903039","positive regulation of leukocyte cell-cell adhesion","104/4500","289/18860",0.359861591695502,1.50821991541715,4.87384061976311,2.11958394858626e-06,0.000560076676129294,0.000498344889981967,"920/2534/923/3479/972/864/960/5588/6605/2736/6595/5788/6604/30835/1725/3717/3594/84861/3956/959/10673/3574/259307/64926/7040/7297/2737/6461/2625/1949/921/4192/55626/975/51561/9308/7535/3676/3485/10385/6659/3553/1236/23149/5914/9840/3142/6366/51176/939/8477/8631/207/11221/3561/6188/101/7070/8764/861/23308/7412/114548/29851/29117/3481/84807/399/3575/3592/3965/7480/5293/10125/10524/6599/6403/9092/940/3119/1960/3932/3123/2526/3117/961/6693/140885/84433/3127/916/3111/3108/3122/177/3133/3105/3115/3113/3120/7124/3118/3112/3109",104
"GO:0002399","GO:0002399","MHC class II protein complex assembly","13/4500","16/18860",0.8125,3.40527777777778,5.38799333235244,2.12418461237406e-06,0.000560076676129294,0.000498344889981967,"3119/3123/3117/3127/3111/3108/3122/3115/3113/3120/3118/3112/3109",13
"GO:0002503","GO:0002503","peptide antigen assembly with MHC class II protein complex","13/4500","16/18860",0.8125,3.40527777777778,5.38799333235244,2.12418461237406e-06,0.000560076676129294,0.000498344889981967,"3119/3123/3117/3127/3111/3108/3122/3115/3113/3120/3118/3112/3109",13
"GO:0007159","GO:0007159","leukocyte cell-cell adhesion","147/4500","439/18860",0.334851936218679,1.40340167046317,4.78742207822213,2.50256946169071e-06,0.000632780680614727,0.000563035441580973,"8379/3683/920/2534/923/3479/972/864/960/10077/5588/6605/30009/2736/6595/5788/6604/3902/30835/1725/3717/3594/84861/3956/1511/959/10673/5595/3574/259307/64926/7040/7297/2737/6461/2625/6387/5573/1949/56253/921/4192/55626/975/969/51561/8078/9750/9308/50512/7535/3676/84695/3485/23240/54900/10385/6659/652/3553/1236/5880/57045/23149/3620/5914/3958/6441/4907/9840/10457/3142/6366/51176/939/3695/8477/8631/207/387597/11221/10318/3561/2796/1029/6188/101/56477/7070/58494/8764/861/23308/7412/114548/1493/29851/29117/51148/3481/84807/7001/1524/399/3575/3592/3965/654346/7480/5293/10125/10524/4973/6599/6403/9092/940/3119/1960/23513/201633/2131/3932/151888/6402/3123/2526/3117/961/6693/140885/84433/3127/916/3111/3108/3122/177/3133/3105/3115/3113/3120/7124/3118/3112/3109",147
"GO:0051056","GO:0051056","regulation of small GTPase mediated signal transduction","111/4500","314/18860",0.353503184713376,1.48157112526539,4.81713150508097,2.59992062199477e-06,0.000632780680614727,0.000563035441580973,"9265/3479/50619/4653/65078/80243/5662/9170/25791/55843/9138/79822/7042/8829/8216/27128/23616/27352/55738/2245/7249/23370/64926/85360/9266/54922/23094/10156/397/9750/9181/85440/9927/3925/335/440073/84078/154796/1236/26030/89846/1123/58504/84952/57572/23229/2048/4853/9290/55619/50649/10253/64759/9649/84253/408/83478/10144/8502/285282/9353/84249/26230/80728/4851/84033/152273/7074/26053/8997/7410/8878/9938/117289/90167/55701/79933/1281/6091/11337/11214/57449/10125/286205/10276/253980/392/64787/23526/2149/202243/22821/257106/116985/81848/5649/25894/9901/4763/8831/50861/26037/4914/22899/23636/84986/1454/30851/64283/5863/115557",111
"GO:1903037","GO:1903037","regulation of leukocyte cell-cell adhesion","135/4500","401/18860",0.336658354114713,1.41097256857855,4.65660396205143,4.63309773875709e-06,0.00106852207227752,0.000950749312098685,"8379/920/2534/923/3479/972/864/960/10077/5588/6605/30009/2736/6595/5788/6604/3902/30835/1725/3717/3594/84861/3956/1511/959/10673/5595/3574/259307/64926/7040/7297/2737/6461/2625/6387/5573/1949/56253/921/4192/55626/975/969/51561/8078/9750/9308/7535/3676/84695/3485/23240/54900/10385/6659/652/3553/1236/57045/23149/3620/5914/3958/6441/9840/10457/3142/6366/51176/939/8477/8631/207/387597/11221/3561/2796/1029/6188/101/56477/7070/8764/861/23308/7412/114548/1493/29851/29117/3481/84807/7001/399/3575/3592/3965/654346/7480/5293/10125/10524/6599/6403/9092/940/3119/1960/23513/201633/3932/151888/3123/2526/3117/961/6693/140885/84433/3127/916/3111/3108/3122/177/3133/3105/3115/3113/3120/7124/3118/3112/3109",135
"GO:0051146","GO:0051146","striated muscle cell differentiation","112/4500","321/18860",0.348909657320872,1.46231914157148,4.67670101727466,4.72797377113947e-06,0.00106852207227752,0.000950749312098685,"56603/3479/9172/9734/4756/51548/88/4208/50507/6548/825/25776/4773/10398/8736/50804/7138/9149/23646/7040/10105/6355/2648/10014/5573/90410/975/55553/4633/9750/27086/3488/607/5997/5999/79365/23363/652/650/6608/8048/10038/9518/7140/5914/4628/4629/84700/5738/4607/80206/57538/2626/84665/4283/144165/6123/93649/2627/1291/207/58/4851/27063/5058/1793/9472/113622/5239/84033/8470/8324/3084/1465/70/200539/221476/7248/79933/26585/3481/7480/1000/11214/442721/8841/8557/4878/205251/627/284358/118461/79191/58529/5339/79147/575/6546/338773/71/7490/64754/246329/7373/6261/4666/3792/28514/376132/6257/90342/101929726",112
"GO:0042692","GO:0042692","muscle cell differentiation","146/4500","441/18860",0.331065759637188,1.38753338372386,4.60981777691906,5.43157153274303e-06,0.00118520636755855,0.00105457263624837,"56603/9254/3479/9172/9734/79810/93166/2263/4756/10290/51548/88/8516/4208/6604/50507/6548/825/7290/25776/4773/10398/8736/50804/7138/93145/9149/23646/7040/30000/1311/10467/10105/6355/2648/10014/5573/90410/975/55553/4633/9750/27086/3488/607/5997/5999/79365/23363/652/650/6608/8048/10038/81/9518/7140/4772/10266/79652/5914/4628/4629/84700/5738/4853/4607/80206/187/55122/57538/2626/1025/84665/4283/144165/6123/93649/2627/1291/207/58/84466/4851/6935/27063/5058/1793/9472/1909/113622/7345/5239/84033/8470/8324/3084/3815/1465/70/200539/51725/221476/23462/7248/79933/26585/3481/84717/54910/7480/1000/11214/442721/8841/3913/30008/124857/8557/4878/205251/627/284358/118461/79191/58529/5339/79147/575/785/6546/338773/71/7490/64754/246329/7373/6300/6261/4666/3792/28514/376132/6257/90342/101929726",146
"GO:0099111","GO:0099111","microtubule-based transport","85/4500","232/18860",0.366379310344828,1.53553639846743,4.59449981735721,7.89883220699893e-06,0.00165195999971149,0.00146988057063955,"80199/440193/8100/5874/8481/23247/57560/10947/54820/11158/51668/8655/25809/11020/51098/23059/25999/79036/3315/320/90410/22858/8382/27031/25981/6421/6794/56912/89891/112752/64792/547/55201/7014/92558/63971/84709/51626/89941/2622/55036/22994/5195/55811/23557/51057/79582/66000/83853/9638/636/79925/26256/7345/150082/26958/200373/80128/27152/118426/25911/7846/352909/7314/220136/10125/22820/22906/3916/55330/9742/63915/144535/199953/388552/54785/150737/1778/92104/80217/115948/83538/255758/729991/161582",85
"GO:0050919","GO:0050919","negative chemotaxis","25/4500","46/18860",0.543478260869565,2.27777777777778,4.85715590968762,8.09272439808092e-06,0.00165195999971149,0.00146988057063955,"7869/54437/57556/9037/335/8828/55558/2045/10505/10500/9353/223117/64221/3084/54910/6091/8633/6586/1946/6092/23768/10718/64218/5154/91584",25
"GO:0051960","GO:0051960","regulation of nervous system development","152/4500","466/18860",0.32618025751073,1.3670577014783,4.49135698361552,8.79386167470643e-06,0.0017389861461732,0.00154731467427647,"23129/30812/26022/6376/51330/51265/3479/1890/65078/9820/816/6596/8530/1620/6604/51593/8829/51199/1869/79953/79006/57722/7040/1954/5764/5803/2737/6387/9148/1949/4192/9037/85440/6794/4602/3213/576/7852/1959/79365/23363/745/3553/650/9572/7732/6608/2258/55695/55558/2670/94030/5914/8864/5176/2048/4613/2045/10505/5270/10154/6653/7225/22891/51176/9746/8128/3687/7157/207/55811/10500/11221/58190/9353/84630/7162/6993/26230/4915/4851/26011/5058/7424/5789/163175/7070/64221/5578/81559/140578/58494/118813/7074/51738/146433/3815/100528062/374946/347730/80128/5783/3148/222223/23462/1020/1524/10636/6091/7779/4135/22883/131578/3400/5916/26259/57633/29882/627/8408/84667/139065/2147/575/2049/22906/9241/1946/84189/6092/23768/7058/375790/5649/64218/54413/4311/23654/4763/8831/63925/4914/28514/2664/147040/387804/4049/7124/2119/11344/441381/1523",152
"GO:0002478","GO:0002478","antigen processing and presentation of exogenous peptide antigen","23/4500","41/18860",0.560975609756098,2.35111111111111,4.84811697511288,9.18797555748121e-06,0.00176186391902246,0.00156767085349177,"972/2213/5641/81622/50856/1509/8722/3119/3123/3117/3127/3111/3108/3122/3133/3134/3105/3115/3113/3120/3118/3112/3109",23
"GO:0019886","GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II","19/4500","31/18860",0.612903225806452,2.56874551971326,4.89337033561007,9.64470527510399e-06,0.00179504985237818,0.00159719902527961,"972/2213/5641/81622/1509/8722/3119/3123/3117/3127/3111/3108/3122/3115/3113/3120/3118/3112/3109",19
