"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0044391","GO:0044391","ribosomal subunit","73/4750","185/19944",0.394594594594595,1.65679886201991,5.01812833211939,1.48051099025658e-06,8.70084920427715e-05,7.276681547253e-05,"6224/51121/84545/6141/6160/65993/10573/55168/6122/93144/51073/6223/6142/6158/6143/6164/6152/6209/6146/51538/51116/9349/64949/25873/55037/11224/6194/6176/6123/6205/23521/6135/65005/6233/6167/6134/6188/2197/63875/124995/6132/128308/6133/140801/6157/54948/6137/3396/6203/6227/122704/6169/78988/6138/54998/6181/6232/6165/116541/64976/6231/6168/6191/6147/4736/64978/6235/6150/7311/6222/6234/55052/26589",73
"GO:0032279","GO:0032279","asymmetric synapse","127/4750","367/19944",0.346049046321526,1.45296887996558,4.89704749462508,1.68428658647549e-06,9.19139251476625e-05,7.68693201496709e-05,"115703/53616/23542/2534/2896/9498/9454/816/5662/1496/4756/815/5063/88/8516/55118/79953/158866/1821/7249/64130/6223/6142/23413/22849/9148/8787/41/6711/9890/440073/154796/57479/57622/7732/81926/23229/80758/94030/3337/1742/23208/10313/116988/2045/10505/10154/58489/1838/3184/144165/9746/6252/59283/81611/375/8502/66000/4915/4851/120/57689/6188/2900/22866/150/3708/2911/23043/2890/9162/55607/8997/84446/23623/6132/2905/50944/22941/2785/55450/166336/8927/107/1020/79870/145581/7248/112476/54910/146395/10636/51617/7779/9229/22883/11346/2596/6169/78999/254263/8851/6232/9495/23513/575/2894/6546/5142/56899/9863/642938/54413/6536/51399/1612/8831/26037/26052/4736/116443/80863/339453/64506/91584/6222/140735",127
"GO:0014069","GO:0014069","postsynaptic density","122/4750","351/19944",0.347578347578348,1.45939001349528,4.85501557415243,2.08038374238537e-06,0.000105960878612162,8.86170478335382e-05,"115703/53616/23542/2534/9454/816/5662/1496/4756/815/5063/88/8516/55118/79953/158866/1821/7249/64130/6223/6142/23413/22849/9148/8787/41/6711/9890/440073/154796/57479/57622/7732/81926/23229/80758/94030/3337/1742/23208/10313/116988/2045/10505/58489/1838/3184/144165/9746/6252/59283/81611/375/8502/66000/4915/4851/120/57689/6188/2900/22866/150/3708/2911/23043/2890/9162/55607/8997/84446/23623/6132/2905/50944/22941/2785/55450/166336/8927/107/1020/79870/145581/7248/112476/54910/146395/10636/51617/7779/9229/22883/11346/2596/6169/78999/254263/8851/6232/9495/23513/575/2894/6546/5142/56899/9863/642938/6536/51399/1612/8831/26037/26052/4736/116443/80863/339453/64506/6222/140735",122
"GO:0099572","GO:0099572","postsynaptic specialization","132/4750","387/19944",0.341085271317829,1.43212729498164,4.79978796098953,2.52793130820478e-06,0.000120708719966778,0.000100950941057915,"115703/53616/23542/2534/9454/816/5662/1496/4756/815/5063/88/8516/22839/55118/9127/79953/158866/1821/7249/64130/6223/6142/23094/23413/22849/9148/8787/2557/2743/41/6711/9890/440073/154796/57479/57622/7732/81926/23229/80758/94030/3337/1742/23208/10313/116988/2045/10505/58489/1838/3184/144165/9746/6252/59283/81611/375/8502/66000/4915/4851/120/57689/6188/2900/22866/150/3708/2555/2911/23043/2890/9162/55607/8997/84446/23623/6132/2905/50944/22941/2785/55450/347730/2560/166336/8927/107/1020/79870/145581/7248/5913/112476/54910/146395/10636/51617/7779/9229/22883/11346/2596/6169/78999/254263/8851/6232/9495/23513/575/2894/6546/3751/5142/56899/9863/642938/6536/51399/1612/8831/26037/26052/4736/116443/80863/339453/64506/6222/140735",132
"GO:0097542","GO:0097542","ciliary tip","26/4750","48/19944",0.541666666666667,2.27431578947368,4.94220533580747,5.6101868310708e-06,0.000252128396408123,0.000210859653650772,"8100/57560/2736/51668/3797/8655/11020/51098/23059/2737/90410/2735/22858/56912/89891/112752/83658/64792/6608/80210/51626/374654/9742/150737/115948/140735",26
"GO:0005614","GO:0005614","interstitial matrix","14/4750","19/19944",0.736842105263158,3.09380609418283,5.10528608139616,6.20224848150504e-06,0.000263250991103881,0.000220161685863951,"1298/1307/151887/1299/1842/81621/1303/1297/1300/1295/133584/1296/64856/7373",14
"GO:0005930","GO:0005930","axoneme","73/4750","192/19944",0.380208333333333,1.59639473684211,4.64285228397403,7.19109129320209e-06,0.000289157565684547,0.00024182783462458,"4134/29105/5566/7289/51314/26074/114327/29070/23322/93233/2737/5573/55626/2735/8382/25981/1768/57821/89891/80127/1769/64518/22863/57639/26206/64776/51626/55329/85478/2622/55036/51057/79582/83853/56623/132851/126731/118491/54768/150082/144406/199221/158787/220004/200373/129880/7802/84688/158067/11092/7846/4735/55130/11337/83450/220136/257236/339778/201625/83983/100128569/89876/146754/64800/9742/144535/150737/92104/80217/115948/83538/255758/26140",73
"GO:0097014","GO:0097014","ciliary plasm","73/4750","193/19944",0.378238341968912,1.58812326152168,4.59048376121079,8.89712349050374e-06,0.000339870117337243,0.000284239682038725,"4134/29105/5566/7289/51314/26074/114327/29070/23322/93233/2737/5573/55626/2735/8382/25981/1768/57821/89891/80127/1769/64518/22863/57639/26206/64776/51626/55329/85478/2622/55036/51057/79582/83853/56623/132851/126731/118491/54768/150082/144406/199221/158787/220004/200373/129880/7802/84688/158067/11092/7846/4735/55130/11337/83450/220136/257236/339778/201625/83983/100128569/89876/146754/64800/9742/144535/150737/92104/80217/115948/83538/255758/26140",73
"GO:0070382","GO:0070382","exocytic vesicle","90/4750","251/19944",0.358565737051793,1.50552317047599,4.50638170218962,1.09470226282806e-05,0.000398263108952686,0.000333074823827887,"3479/5874/9498/9627/79641/10947/537/273/201294/9145/79953/6855/51760/320/7466/1809/7781/60482/11315/23349/10755/8675/10396/23157/24141/7732/23025/1742/23208/11311/54843/440279/26509/30061/6843/85439/10966/84958/81611/23557/6622/94122/84623/8448/2555/81615/5799/2890/9162/127262/9900/9114/808/11094/84446/1173/132204/8927/23176/94120/6571/118426/55530/112476/4218/25837/54910/143425/203062/142684/91683/627/1731/5179/5142/5413/9230/4908/3916/222553/6536/4311/51399/57799/192683/80863/2550/534/6844/90342",90
"GO:0005814","GO:0005814","centriole","65/4750","168/19944",0.386904761904762,1.62451127819549,4.5449769850132,1.15676638751659e-05,0.000401713418210306,0.000335960381446205,"54903/8100/10039/8481/10806/9696/29105/11158/10101/25776/51199/51098/4682/95681/80709/90410/83871/22897/7840/49856/89891/2733/112752/84902/84080/60385/6608/25814/79363/85444/22873/57639/80210/4957/22994/10769/90060/1069/84131/80071/79839/134359/1070/126731/199221/221908/197335/27152/79841/4218/116840/220136/51134/26259/225689/283643/9863/9742/85302/115948/9814/80184/9851/3303/54535",65
"GO:0043202","GO:0043202","lysosomal lumen","43/4750","99/19944",0.434343434343434,1.82369377990431,4.59371259906401,1.31231671435413e-05,0.000435917378159371,0.000364565787465884,"23324/972/8635/1462/3074/2817/5476/54749/410/5641/6625/23646/4969/8029/4126/10675/1509/2331/4958/3425/27163/4060/3339/1513/2719/176/913/9672/6383/2990/51617/2720/2548/8722/66005/2517/6448/633/10082/375790/5549/221914/3073",43
"GO:0043292","GO:0043292","contractile muscle fiber","90/4750","253/19944",0.355731225296443,1.49362180153942,4.41801001085065,1.56231207229643e-05,0.000475744295256501,0.000397873776826531,"9172/88/57644/4313/28954/4625/825/10398/7125/8736/10273/7138/3315/9124/59/4633/7134/6711/64236/23363/8048/7137/3741/81/3270/7140/22927/3620/6341/4629/84700/4607/80206/84665/1291/7286/3782/58/375/22989/27063/5058/226/113622/5239/84033/27295/8470/776/7135/1465/70/808/6271/8878/200539/91156/7871/91977/761/55800/79933/3611/4632/375484/442721/11346/8557/8851/118461/58529/5339/3753/79147/6546/71/5142/6261/487/140465/9260/2316/6840/283807/376132/6263/92235/115557/11344/81488",90
"GO:0009897","GO:0009897","external side of plasma membrane","130/4750","393/19944",0.330788804071247,1.38889513860988,4.35361769910942,1.67333607530913e-05,0.000475744295256501,0.000397873776826531,"90273/920/933/972/11119/65078/4065/29121/2213/4162/5788/3595/3682/2219/5027/3902/30835/3594/1439/3560/959/50615/2217/2208/6387/8029/5023/921/969/50856/10384/9308/2690/3953/914/2152/78989/9429/55068/7852/51744/4063/5328/10385/154796/2159/1236/51554/482/10462/8748/3824/3821/4907/55576/3590/953/4283/939/4240/3687/432/1513/1238/2676/3561/2206/10666/460/165530/3140/925/7070/5169/2890/931/3815/8764/911/913/1636/23308/917/1234/115352/7412/114836/127943/2215/1493/131450/114625/133396/2350/915/1524/2675/3575/84168/10663/6403/161198/283316/940/2205/2147/3579/343413/1233/1946/2811/3916/11118/7293/4059/6402/3123/6693/916/353091/80741/3133/3134/3105/6966/6967/7124/3106/441381/284021",130
"GO:0097346","GO:0097346","INO80-type complex","17/4750","27/19944",0.62962962962963,2.64364912280702,4.77842771975669,1.68129528428345e-05,0.000475744295256501,0.000397873776826531,"79913/29844/10467/10902/93973/83444/81611/125476/10428/283899/4798/10524/8607/55929/10856/57634/8295",17
"GO:0098644","GO:0098644","complex of collagen trimers","17/4750","27/19944",0.62962962962963,2.64364912280702,4.77842771975669,1.68129528428345e-05,0.000475744295256501,0.000397873776826531,"1298/1307/1299/1277/1303/1297/1294/1300/1289/4060/1295/1278/1281/1296/7373/1287/1302",17
"GO:0030133","GO:0030133","transport vesicle","145/4750","451/19944",0.321507760532151,1.3499264791691,4.20273227336522,2.91879903403816e-05,0.00079641516500184,0.000666056772053068,"51226/3479/972/5874/9498/9627/79641/2261/8218/10947/537/273/2778/201294/11015/9145/79953/6855/51760/11316/320/1363/7466/1809/7781/60482/11315/59349/23349/8082/10755/8675/10396/23157/5126/24141/7732/23025/78992/1742/23208/10717/80763/27141/11311/10244/90865/25844/54843/6653/440279/26509/30061/83464/22872/6843/85439/122616/10966/84958/113451/81611/23557/149111/6622/94122/84623/8448/3708/2555/81615/4900/5799/2890/261729/9162/7780/127262/26958/9900/9114/808/11094/84446/1173/6811/553115/132204/1359/8927/23176/94120/6571/118426/55530/112476/4218/25837/54910/143425/203062/4135/142684/91683/27333/254263/81876/627/3119/1731/5179/22820/633/5142/5413/9230/4908/3916/63915/388552/3123/222553/6536/4311/51399/3117/57799/200734/3127/192683/6721/3122/80863/3133/3134/2550/3105/534/6844/3115/3113/3120/3106/3118/90342",145
"GO:0097546","GO:0097546","ciliary base","25/4750","49/19944",0.510204081632653,2.1422126745435,4.47588615540683,3.31107598398559e-05,0.000872297259229307,0.000729518374693014,"8100/5566/2736/7289/51098/23059/2737/5573/90410/57562/2735/22858/27031/84080/79363/22873/5567/7802/11092/4218/55130/9863/5575/92565/255758",25
"GO:0030016","GO:0030016","myofibril","85/4750","243/19944",0.349794238683128,1.46869395711501,4.11011850530617,5.30955504179917e-05,0.00135216668397819,0.00113084207381477,"9172/88/57644/4313/28954/4625/825/10398/7125/8736/10273/7138/3315/9124/4633/7134/6711/64236/23363/8048/7137/3741/81/3270/7140/22927/6341/84700/4607/80206/84665/1291/7286/3782/58/375/22989/27063/5058/226/113622/5239/84033/27295/8470/776/7135/1465/70/808/6271/8878/200539/91156/7871/91977/761/55800/79933/3611/4632/375484/442721/11346/8557/118461/58529/5339/3753/79147/6546/71/5142/6261/487/9260/2316/6840/283807/376132/6263/92235/115557/11344/81488",85
"GO:0008021","GO:0008021","synaptic vesicle","82/4750","233/19944",0.351931330472103,1.47766704314434,4.10067072632099,5.59992941763366e-05,0.00138011163712004,0.00115421295636796,"5874/9498/9627/79641/10947/537/273/9145/79953/6855/320/7466/7781/60482/11315/23349/10755/8675/10396/23157/24141/7732/23025/1742/23208/11311/440279/26509/30061/6843/85439/10966/81611/23557/6622/84623/8448/2555/81615/5799/2890/9162/127262/9900/9114/808/11094/84446/1173/132204/8927/23176/6571/118426/55530/112476/4218/25837/54910/143425/203062/142684/91683/627/1731/5179/5142/5413/9230/4908/3916/222553/6536/4311/51399/57799/192683/80863/2550/534/6844/90342",82
"GO:0000812","GO:0000812","Swr1 complex","10/4750","13/19944",0.769230769230769,3.2297975708502,4.4965410028016,8.04509297469249e-05,0.00192076594770783,0.00160637218277577,"10467/10902/81611/10428/10524/8607/55929/10856/57634/8295",10
"GO:0048786","GO:0048786","presynaptic active zone","35/4750","81/19944",0.432098765432099,1.81426900584795,4.10576398422538,9.19232674014172e-05,0.00212816291802069,0.00177982211523637,"9254/9170/1496/22999/112755/140730/6855/8775/320/5023/2571/23025/9885/23208/6812/440279/8497/150/2823/781/55361/2890/127262/9900/1487/84446/22854/2560/8927/133584/8495/8541/415117/84628/51399",35
"GO:0008180","GO:0008180","COP9 signalosome","19/4750","35/19944",0.542857142857143,2.27931428571429,4.23538151491861,9.83686170044422e-05,0.00221040068798217,0.00184859908735902,"8655/3326/50813/85440/5335/154796/9840/64708/10750/154810/10980/2873/387357/11180/3303/3305/27040/51517/3311",19
"GO:0005775","GO:0005775","vacuolar lumen","65/4750","179/19944",0.363128491620112,1.52468097618348,3.94256999558306,0.000112086619042677,0.00244669076996016,0.00204621286492948,"4353/23324/972/8635/2896/1462/3074/2817/5476/54472/54749/201294/51816/1727/410/1511/3002/5641/5834/671/6625/23646/4969/8029/10493/4126/10675/11240/1509/2331/4958/3425/27163/4060/3339/1513/114790/51316/2719/93100/80142/176/913/9672/4332/6383/2990/58485/51617/2720/2548/8722/66005/2517/23526/5551/6448/633/10082/375790/5549/387921/1778/221914/3073",65
"GO:0030017","GO:0030017","sarcomere","77/4750","222/19944",0.346846846846847,1.4563186344239,3.82274388764987,0.000158230938427998,0.00335801213774974,0.00280836782531564,"9172/88/4313/28954/4625/825/10398/7125/8736/10273/7138/3315/9124/4633/7134/6711/64236/23363/8048/7137/3741/81/3270/7140/22927/84700/4607/80206/84665/7286/3782/58/375/27063/5058/226/113622/5239/84033/27295/8470/776/7135/1465/70/808/6271/8878/200539/91156/7871/91977/761/55800/79933/3611/4632/375484/442721/11346/8557/118461/58529/5339/3753/6546/5142/6261/487/9260/2316/283807/376132/6263/92235/115557/81488",77
"GO:0005925","GO:0005925","focal adhesion","133/4750","423/19944",0.314420803782506,1.32017021276596,3.72139753799041,0.000184594978058324,0.00381163684423134,0.00318774257984076,"3927/5244/9902/10867/30845/7431/960/51474/9564/6141/2261/6160/23332/51495/4162/88/8516/2191/5788/3693/2195/50507/7205/57091/6548/3717/8829/6122/79038/10278/55612/10673/5595/6223/3315/9124/6143/6532/9404/55626/975/5754/3676/6209/390/6146/9181/85440/1266/10174/5328/4035/8675/9349/6237/11135/5880/58504/84962/81/10298/3691/5786/10971/55901/64759/79969/6176/83478/3695/7041/79798/6205/23521/3339/375/129804/90102/8573/7739/2934/726/5058/6188/1601/7070/5239/55740/8470/8321/1465/70/6132/23114/6133/3611/1000/6203/83660/6641/682/3603/2783/57175/6169/6181/977/5339/2535/575/71/22888/23768/81848/51466/60312/4311/9260/2316/309/5094/6840/6168/6191/9358/4736/143903/3303/6235/7106/6222/91179/373863",133
"GO:0043025","GO:0043025","neuronal cell body","150/4750","486/19944",0.308641975308642,1.29590643274854,3.69257589202821,0.000197137254273059,0.00396349637538467,0.00331474552198745,"6376/23542/2534/933/23154/65078/9498/9627/79641/1400/30009/9187/8516/1620/1136/790/5027/4345/7042/25861/114327/3326/610/9127/23544/5372/10857/778/1821/3356/79791/7040/478/5518/3249/8939/9148/55110/2026/5754/2690/3676/5136/374291/60482/3749/63923/9479/3623/7732/55201/54795/25814/6533/3337/5176/23208/4628/2048/2045/5630/10505/4926/6653/79739/6252/10300/57521/113451/5792/55811/3782/6622/6715/4651/1393/84249/84630/26230/2796/256158/9638/22866/150/2823/2555/460/9481/7070/4900/7345/8470/5137/63895/55361/2890/6529/653361/57731/57125/114757/22941/5563/5274/7349/349565/22853/1020/90167/4218/63826/1524/11280/7314/8507/85442/11346/2596/1263/6712/26047/26470/4878/4642/8851/220202/5179/8633/4692/6546/3751/10587/10519/1762/2563/4311/2316/89848/4155/4914/116443/22876/2664/2550/4676/1454/64601/7124/632/81488",150
"GO:0030055","GO:0030055","cell-substrate junction","135/4750","433/19944",0.311778290993072,1.30907499696123,3.6355828474331,0.000248974994093005,0.00487735629453988,0.00407902351995827,"3927/5244/9902/10867/30845/7431/960/51474/9564/6141/2261/6160/23332/51495/4162/88/8516/2191/5788/3693/2195/50507/7205/57091/6548/3717/8829/6122/79038/10278/55612/10673/5595/6223/3315/9124/6143/6532/9404/55626/975/5754/3676/6209/390/6146/9181/85440/1266/10174/5328/4035/8675/9349/6237/11135/5880/58504/84962/81/10298/3691/5786/10971/55901/64759/10518/79969/6176/83478/3695/7041/79798/6205/23521/3339/83872/375/129804/90102/8573/7739/2934/726/5058/6188/1601/7070/5239/55740/8470/8321/1465/70/6132/23114/6133/3611/1000/6203/83660/6641/682/3603/2783/57175/6169/6181/977/5339/2535/575/71/22888/23768/81848/51466/60312/4311/9260/2316/309/5094/6840/6168/6191/9358/4736/143903/3303/6235/7106/6222/91179/373863",135
"GO:0099568","GO:0099568","cytoplasmic region","101/4750","310/19944",0.325806451612903,1.36797555178268,3.65091235443756,0.000259348622874282,0.00495355869689878,0.00414275300222866,"23187/5874/4134/1496/10947/29105/5566/23332/7289/22999/51314/8655/26074/114327/29070/23322/93233/3315/2737/5573/55626/2735/8382/25981/1768/57821/5311/89891/80127/1769/64518/22863/547/9885/1742/57639/6812/26206/84709/4926/64776/51626/55329/85478/2622/55036/23557/51057/79582/90102/66000/83853/56623/132851/7345/126731/118491/54768/150082/144406/199221/158787/1487/220004/200373/129880/80128/7802/8927/84688/158067/11092/7846/4735/55130/11337/83450/220136/257236/339778/201625/8541/83983/22906/100128569/89876/146754/55330/64800/9742/63915/144535/388552/150737/1778/92104/80217/115948/83538/255758/26140",101
"GO:0005840","GO:0005840","ribosome","82/4750","243/19944",0.337448559670782,1.41685769980507,3.65555074913789,0.000275497958845577,0.00513366928190294,0.00429338282462811,"6224/51121/84545/6141/6160/65993/10573/4938/55168/6122/93144/51073/6223/6142/8939/6158/6143/6164/6152/6209/6146/51538/51116/9349/6238/64949/25873/55037/11224/6194/6176/6123/6205/23521/6135/65005/6233/6622/6167/6134/6188/2197/1915/63875/124995/6132/128308/64320/6133/140801/6157/54948/6137/1938/3396/7536/6203/6227/122704/6169/78988/6138/54998/6181/6232/6165/116541/64976/6231/6168/6191/83694/6147/4736/64978/6235/6150/7311/6222/6234/55052/26589",82
"GO:0098553","GO:0098553","lumenal side of endoplasmic reticulum membrane","18/4750","35/19944",0.514285714285714,2.15935037593985,3.83822115206662,0.000365899600182382,0.00665588796522238,0.00556644253911543,"56928/972/5311/121665/3119/3123/3117/3127/3122/3133/3134/3105/3115/3113/6892/3120/3106/3118",18
"GO:0031594","GO:0031594","neuromuscular junction","33/4750","81/19944",0.407407407407407,1.71059649122807,3.58301919887385,0.000533715432565693,0.00948275791814394,0.00793060630519891,"23098/5566/22839/43/5027/112755/9145/6640/6855/5358/8775/1145/5573/60482/23025/1742/4628/10631/2045/5270/10518/440279/2890/9900/1020/5913/7846/3913/8851/2149/1287/89848/8292",33
